法院名稱,登記案號,登記號數,案由,法人名稱,登記日期,類別,設立登記撤銷,設立登記註銷,明細,
臺灣臺南地方法院,101法登他257,160,清算終結,財團法人臺南生活美學基金會,101/11/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGMsAAF&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000257&ef=TND&fg=1,
臺灣臺南地方法院,101法登他258,913,變更登記,社團法人中華民國道源慈善會,101/11/14,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNGAAA&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000258&ef=TND&fg=1,
臺灣臺南地方法院,101法登他259,526,變更登記,財團法人台南市私立林澄輝社會福利慈善事業基金會,101/11/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGN%2FAAJ&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000259&ef=TND&fg=1,
臺灣臺南地方法院,101法登他260,730,變更登記,財團法人國欣教育基金會,101/11/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNAAAD&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000260&ef=TND&fg=1,
臺灣臺南地方法院,101法登他261,32,變更登記,財團法人臺南市私立港明高級中學,101/11/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGOGAAB&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000261&ef=TND&fg=1,
臺灣臺南地方法院,101法登他262,152,變更登記,財團法人台灣省私立心德慈化教養院,101/11/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGM0AAI&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000262&ef=TND&fg=1,
臺灣臺南地方法院,101法登他263,69,變更登記,財團法人台灣省台南市豁落院仁慈堂,101/11/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNEAAB&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000263&ef=TND&fg=1,
臺灣臺南地方法院,101法登他264,158,變更登記,財團法人台南市基督教女青年會基金會,101/11/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNQAAE&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000264&ef=TND&fg=1,
臺灣臺南地方法院,101法登他265,657,變更登記,社團法人台南市野鳥學會,101/11/21,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNmAAF&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000265&ef=TND&fg=1,
臺灣臺南地方法院,101法登他266,361,變更登記,財團法人漚汪人薪傳文化基金會,101/11/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGOGAAA&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000266&ef=TND&fg=1,
臺灣臺南地方法院,101法登他267,615,變更登記,社團法人臺南市南瀛文化協會,101/11/28,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNQAAF&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000267&ef=TND&fg=1,
臺灣臺南地方法院,101法登他268,665,變更登記,社團法人台灣國家政策學會,101/11/29,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNFAAK&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000268&ef=TND&fg=1,
臺灣臺南地方法院,101法登他269,274,變更登記,財團法人成大礦冶資源科技文教基金會,101/11/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNNAAA&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000269&ef=TND&fg=1,
臺灣臺南地方法院,101法登他270,874,變更登記,社團法人中華民國林蕭專女士藝術文化協會,101/12/05,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNEAAG&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000270&ef=TND&fg=1,
臺灣臺南地方法院,101法登他271,194,變更登記,財團法人台灣省私立鴻佳啟能庇護中心,101/12/05,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGOEAAB&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000271&ef=TND&fg=1,
臺灣臺南地方法院,101法登他272,825,變更登記,社團法人台灣萬人社福協會,101/12/07,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGh9AAC&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000272&ef=TND&fg=1,
臺灣臺南地方法院,101法登他273,753,變更登記,財團法人台南市鎮南王府,101/12/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNEAAA&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000273&ef=TND&fg=1,
臺灣臺南地方法院,101法登他274,474,變更登記,財團法人私立興國管理學院,101/12/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNEAAF&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000274&ef=TND&fg=1,
臺灣臺南地方法院,101法登他275,88,變更登記,財團法人臺南市私立鳳和高級中學,101/12/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGN6AAA&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000275&ef=TND&fg=1,
臺灣臺南地方法院,101法登他276,603,變更登記,財團法人台南市宗祖聖堂,101/12/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGN6AAD&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000276&ef=TND&fg=1,
臺灣臺南地方法院,101法登他277,547,變更登記,社團法人台南市失能復健之友協會,101/12/10,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNEAAC&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000277&ef=TND&fg=1,
臺灣臺南地方法院,101法登他278,29,變更登記,財團法人台灣省台南市海安基督教會,101/12/10,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGN6AAC&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000278&ef=TND&fg=1,
臺灣臺南地方法院,101法登他279,41,變更登記,財團法人台灣省台南市天主教鮑思高慈幼會,101/12/10,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGN6AAB&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000279&ef=TND&fg=1,
臺灣臺南地方法院,101法登他280,190,變更登記,社團法人台南市火炬殘障勵進會,101/12/11,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNEAAI&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000280&ef=TND&fg=1,
臺灣臺南地方法院,101法登他281,57,變更登記,台南家專學校財團法人,101/12/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNkAAG&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000281&ef=TND&fg=1,
臺灣臺南地方法院,101法登他282,581,清算終結,社團法人台灣省物理治療師公會,101/12/11,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGOHAAD&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000282&ef=TND&fg=1,
臺灣臺南地方法院,101法登他283,136,變更登記,台灣基督長老教會新樓醫療財團法人,101/12/12,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNEAAE&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000283&ef=TND&fg=1,
臺灣臺南地方法院,101法登他284,960,變更登記,社團法人台南市台南扶輪社,101/12/13,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNEAAD&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000284&ef=TND&fg=1,
臺灣臺南地方法院,101法登他285,934,變更登記,財團法人天使心家族社會福利基金會,101/12/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGMUAAB&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000285&ef=TND&fg=1,
臺灣臺南地方法院,101法登他286,21,變更登記,財團法人台灣省台南市私立瀛海高級中學,101/12/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNHAAE&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000286&ef=TND&fg=1,
臺灣臺南地方法院,101法登他287,520,變更登記,財團法人台南市私立朝興社會福利慈善事業基金會,101/12/17,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNkAAH&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000287&ef=TND&fg=1,
臺灣臺南地方法院,101法登他288,847,變更登記,財團法人台南市私立天主教瑞復社會福利基金會,101/12/17,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNkAAI&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000288&ef=TND&fg=1,
臺灣臺南地方法院,101法登他289,25,變更登記,財團法人臺灣省臺南市私立南英高級商工職業學校,101/12/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGMdAAD&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000289&ef=TND&fg=1,
臺灣臺南地方法院,101法登他290,667,變更登記,財團法人和草慈善事業基金會,101/12/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGMdAAC&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000290&ef=TND&fg=1,
臺灣臺南地方法院,101法登他291,695,變更登記,社團法人台南市婦女兒童安全保護協會,101/12/19,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGMVAAK&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000291&ef=TND&fg=1,
臺灣臺南地方法院,101法登他292,853,變更登記,財團法人台灣省私立天恩師德基金會,101/12/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGOEAAA&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000292&ef=TND&fg=1,
臺灣臺南地方法院,101法登他293,81,變更登記,興國學校財團法人,101/12/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGN%2FAAK&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000293&ef=TND&fg=1,
臺灣臺南地方法院,101法登他294,85,變更登記,財團法人台灣省台南縣私立育德工業家事職業學校,101/12/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGMWAAD&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000294&ef=TND&fg=1,
臺灣臺南地方法院,101法登他295,40,變更登記,財團法人台南市德光高級中學,101/12/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGOHAAA&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000295&ef=TND&fg=1,
臺灣臺南地方法院,101法登他296,485,變更登記,財團法人歡喜希望社會福利基金會,101/11/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGOFAAH&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000296&ef=TND&fg=1,
臺灣臺南地方法院,101法登他297,643,變更登記,社團法人台南市好厝邊全人關懷協會,101/12/26,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGMWAAF&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000297&ef=TND&fg=1,
臺灣臺南地方法院,101法登他298,431,變更登記,台灣首府學校財團法人,101/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGMYAAA&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000298&ef=TND&fg=1,
臺灣臺南地方法院,101法登他299,42,變更登記,財團法人台灣省台南市私立慈幼高級工商職業學校,101/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNoAAD&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000299&ef=TND&fg=1,
臺灣臺南地方法院,101法登他300,341,變更登記,財團法人天主教臺南市私立蘆葦啟智中心,101/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGg3AAG&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000300&ef=TND&fg=1,
臺灣臺南地方法院,101法登他301,984,變更登記,社團法人臺灣飛行大玩家運動協會,101/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGNfAAC&bc=101&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000301&ef=TND&fg=1,
臺灣臺南地方法院,101法登社1,921,設立登記,社團法人中華周易五術應用學會,101/01/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAF5%2FAAH&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000001&ef=TND&fg=1,
臺灣臺南地方法院,101法登社2,922,設立登記,社團法人台南市太陽慈善會,101/01/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAF5%2FAAI&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000002&ef=TND&fg=1,
臺灣臺南地方法院,101法登社3,924,設立登記,社團法人台南市玉山原鄉全人關懷協會,101/01/09,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAF5yAAD&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000003&ef=TND&fg=1,
臺灣臺南地方法院,101法登社4,928,設立登記,社團法人台南市青溪協會,101/01/12,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAF68AAA&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000004&ef=TND&fg=1,
臺灣臺南地方法院,101法登社5,929,設立登記,社團法人中華青年活動企劃推展協會,101/01/16,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAF5JAAI&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000005&ef=TND&fg=1,
臺灣臺南地方法院,101法登社6,931,設立登記,社團法人台灣黑面琵鷺保育學會,101/02/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAF6vAAL&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000006&ef=TND&fg=1,
臺灣臺南地方法院,101法登社7,932,設立登記,社團法人中華正行慈善協會,101/02/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAF6zAAC&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000007&ef=TND&fg=1,
臺灣臺南地方法院,101法登社8,933,設立登記,社團法人中華民國國立成功大學系統及船舶機電工程學系系友會,101/02/02,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAF6NAAC&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000008&ef=TND&fg=1,
臺灣臺南地方法院,101法登社9,935,設立登記,社團法人中華聯馨慈善會,101/02/23,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAF6LAAD&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000009&ef=TND&fg=1,
臺灣臺南地方法院,101法登社10,936,設立登記,社團法人台南市長期照護發展協會,101/02/23,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAF6LAAC&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000010&ef=TND&fg=1,
臺灣臺南地方法院,101法登社11,937,設立登記,社團法人台灣勞資權益與社會福利促進協會,101/03/02,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAF7mAAD&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000011&ef=TND&fg=1,
臺灣臺南地方法院,101法登社12,938,設立登記,社團法人台南市觀護協會,101/03/14,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAF7jAAH&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000012&ef=TND&fg=1,
臺灣臺南地方法院,101法登社13,939,設立登記,社團法人中華品質評鑑協會,101/03/19,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAF7SAAD&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000013&ef=TND&fg=1,
臺灣臺南地方法院,101法登社14,941,設立登記,社團法人臺南市音樂教師學會,101/04/03,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGAbAAC&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000014&ef=TND&fg=1,
臺灣臺南地方法院,101法登社15,942,設立登記,社團法人台南市土木技師公會,101/04/18,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGBHAAK&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000015&ef=TND&fg=1,
臺灣臺南地方法院,101法登社16,943,設立登記,社團法人中華道教混元門太上老君弘道協會,101/04/18,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGBHAAI&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000016&ef=TND&fg=1,
臺灣臺南地方法院,101法登社17,944,設立登記,社團法人台南市真佛宗大願學會,101/04/27,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGALAAE&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000017&ef=TND&fg=1,
臺灣臺南地方法院,101法登社18,945,設立登記,社團法人中華乾元酆都協會,101/05/08,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGBnAAJ&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000018&ef=TND&fg=1,
臺灣臺南地方法院,101法登社19,946,設立登記,社團法人中華勞動暨環境資源協會,101/05/17,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGB1AAJ&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000019&ef=TND&fg=1,
臺灣臺南地方法院,101法登社20,947,設立登記,社團法人台南市鳳凰國際婚姻媒合輔導協會,101/05/21,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGB7AAF&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000020&ef=TND&fg=1,
臺灣臺南地方法院,101法登社21,948,設立登記,社團法人臺南市不倒翁生命教育關懷協會,101/05/28,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGBYAAE&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000021&ef=TND&fg=1,
臺灣臺南地方法院,101法登社22,949,設立登記,社團法人台南市兩岸公共事務交流協會,101/05/28,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGBYAAF&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000022&ef=TND&fg=1,
臺灣臺南地方法院,101法登社23,950,設立登記,社團法人中華兩岸創業推廣協會,101/05/29,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGBJAAF&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000023&ef=TND&fg=1,
臺灣臺南地方法院,101法登社24,951,設立登記,社團法人臺南市真善美音樂發展協會,101/05/30,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGBJAAH&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000024&ef=TND&fg=1,
臺灣臺南地方法院,101法登社25,954,設立登記,社團法人台灣產業執能發展協會,101/06/19,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGFDAAG&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000025&ef=TND&fg=1,
臺灣臺南地方法院,101法登社26,955,設立登記,社團法人臺南市五餅二魚禱告之家協進會,101/06/19,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGFAAAC&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000026&ef=TND&fg=1,
臺灣臺南地方法院,101法登社27,956,設立登記,社團法人臺南市以琳之家關懷協會,101/06/22,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGFAAAD&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000027&ef=TND&fg=1,
臺灣臺南地方法院,101法登社28,958,設立登記,社團法人台南市眾德扶助會,101/07/31,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGFoAAI&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000028&ef=TND&fg=1,
臺灣臺南地方法院,101法登社29,957,設立登記,社團法人台南市李登輝民主協會,101/07/05,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGFCAAI&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000029&ef=TND&fg=1,
臺灣臺南地方法院,101法登社31,960,設立登記,社團法人台南市台南扶輪社,101/08/03,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGGBAAH&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000031&ef=TND&fg=1,
臺灣臺南地方法院,101法登社32,961,設立登記,社團法人台南市城市之馨關懷協會,101/08/07,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGF%2BAAB&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000032&ef=TND&fg=1,
臺灣臺南地方法院,101法登社33,962,設立登記,社團法人台灣國際村外籍婚姻媒合協會,101/08/07,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGK5AAA&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000033&ef=TND&fg=1,
臺灣臺南地方法院,101法登社34,963,設立登記,社團法人中華民國麻醉安全保障協會,101/08/13,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGKnAAC&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000034&ef=TND&fg=1,
臺灣臺南地方法院,101法登社35,964,設立登記,社團法人臺南市天主教波尼法文化志工協會,101/08/13,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGGGAAK&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000035&ef=TND&fg=1,
臺灣臺南地方法院,101法登社36,965,設立登記,社團法人台灣庶民美學發展協會,101/08/14,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGFUAAK&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000036&ef=TND&fg=1,
臺灣臺南地方法院,101法登社37,966,設立登記,社團法人台灣生活環境安全與衛生學會,101/08/17,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGKaAAE&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000037&ef=TND&fg=1,
臺灣臺南地方法院,101法登社38,968,設立登記,社團法人臺南市基督教家庭協談協會,101/08/17,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGKnAAD&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000038&ef=TND&fg=1,
臺灣臺南地方法院,101法登社39,969,設立登記,社團法人臺南市童軍會,101/08/17,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGK5AAC&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000039&ef=TND&fg=1,
臺灣臺南地方法院,101法登社40,970,設立登記,社團法人台南市銀髮族協會,101/09/17,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGKbAAJ&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000040&ef=TND&fg=1,
臺灣臺南地方法院,101法登社41,971,設立登記,社團法人台南市永康區龍潭中陳宗親會,101/10/11,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGLgAAJ&bc=101&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000041&ef=TND&fg=1,
